#{"t_start": 1708119859.3180103, "env_id": "None"}
r,l,t
-1264.8633,720,3.014459
-1270.3325,720,3.014459
-1257.442,720,3.014459
-1264.8136,720,3.014459
-1260.8523,720,3.014459
-1257.2963,720,3.014459
-1258.6998,720,3.014459
-1258.3821,720,3.014459
